#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Errors|A_Type|B_Correction|C_Comment|G_Corrected_Types|G_Problem|H_FOUND_ERR|I_Correction_Disagreement|I_Spans_Match|J_Corrected_Type|J_Types_Match


#Text=The Denver Nuggets defeated the Phoenix Suns , 123 - 112 , at Talking Stick Resort Arena on Friday evening .
1-1	0-3	The	_	_	_	_	_	_	_	_	_	_	
1-2	4-10	Denver	_	_	_	_	_	_	_	_	_	_	
1-3	11-18	Nuggets	_	_	_	_	_	_	_	_	_	_	
1-4	19-27	defeated	_	_	_	_	_	_	_	_	_	_	
1-5	28-31	the	_	_	_	_	_	_	_	_	_	_	
1-6	32-39	Phoenix	_	_	_	_	_	_	_	_	_	_	
1-7	40-44	Suns	_	_	_	_	_	_	_	_	_	_	
1-8	45-46	,	_	_	_	_	_	_	_	_	_	_	
1-9	47-50	123	_	_	_	_	_	_	_	_	_	_	
1-10	51-52	-	_	_	_	_	_	_	_	_	_	_	
1-11	53-56	112	_	_	_	_	_	_	_	_	_	_	
1-12	57-58	,	_	_	_	_	_	_	_	_	_	_	
1-13	59-61	at	_	_	_	_	_	_	_	_	_	_	
1-14	62-69	Talking	_	_	_	_	_	_	_	_	_	_	
1-15	70-75	Stick	_	_	_	_	_	_	_	_	_	_	
1-16	76-82	Resort	_	_	_	_	_	_	_	_	_	_	
1-17	83-88	Arena	_	_	_	_	_	_	_	_	_	_	
1-18	89-91	on	_	_	_	_	_	_	_	_	_	_	
1-19	92-98	Friday	1\_NAME	Saturday	*	3	*	3	false	3	*	2	
1-20	99-106	evening	_	_	_	_	_	_	_	_	_	_	
1-21	107-108	.	_	_	_	_	_	_	_	_	_	_	

#Text=The Nuggets ( 21 - 25 ) came into this game tied for the worst record in the west and this was a much needed win for the Suns ( 21 - 25 ) .
2-1	109-112	The	_	_	_	_	_	_	_	_	_	_	
2-2	113-120	Nuggets	_	_	_	_	_	_	_	_	_	_	
2-3	121-122	(	_	_	_	_	_	_	_	_	_	_	
2-4	123-125	21	_	_	_	_	_	_	_	_	_	_	
2-5	126-127	-	_	_	_	_	_	_	_	_	_	_	
2-6	128-130	25	_	_	_	_	_	_	_	_	_	_	
2-7	131-132	)	_	_	_	_	_	_	_	_	_	_	
2-8	133-137	came	_	_	_	_	_	_	_	_	_	_	
2-9	138-142	into	_	_	_	_	_	_	_	_	_	_	
2-10	143-147	this	_	_	_	_	_	_	_	_	_	_	
2-11	148-152	game	_	_	_	_	_	_	_	_	_	_	
2-12	153-157	tied	_	_	_	_	_	_	_	_	_	_	
2-13	158-161	for	_	_	_	_	_	_	_	_	_	_	
2-14	162-165	the	_	_	_	_	_	_	_	_	_	_	
2-15	166-171	worst	3\_WORD	*	The Nuggets couldn’t be tied for the worst record because the Suns were worse	3	*	3	false	1	*	1	
2-16	172-178	record	_	_	_	_	_	_	_	_	_	_	
2-17	179-181	in	_	_	_	_	_	_	_	_	_	_	
2-18	182-185	the	_	_	_	_	_	_	_	_	_	_	
2-19	186-190	west	_	_	_	_	_	_	_	_	_	_	
2-20	191-194	and	_	_	_	_	_	_	_	_	_	_	
2-21	195-199	this	_	_	_	_	_	_	_	_	_	_	
2-22	200-203	was	_	_	_	_	_	_	_	_	_	_	
2-23	204-205	a	_	_	_	_	_	_	_	_	_	_	
2-24	206-210	much	_	_	_	_	_	_	_	_	_	_	
2-25	211-217	needed	_	_	_	_	_	_	_	_	_	_	
2-26	218-221	win	_	_	_	_	_	_	_	_	_	_	
2-27	222-225	for	_	_	_	_	_	_	_	_	_	_	
2-28	226-229	the	_	_	_	_	_	_	_	_	_	_	
2-29	230-234	Suns	_	_	_	_	_	_	_	_	_	_	
2-30	235-236	(	_	_	_	_	_	_	_	_	_	_	
2-31	237-239	21	2\_NUMBER	15	*	*	T1 changed Suns to Nuggets	3	true	2	*	2	
2-32	240-241	-	_	_	_	_	_	_	_	_	_	_	
2-33	242-244	25	2\_NUMBER	32	*	*	T1 changed Suns to Nuggets	3	true	2	*	2	
2-34	245-246	)	_	_	_	_	_	_	_	_	_	_	
2-35	247-248	.	_	_	_	_	_	_	_	_	_	_	

#Text=Six players scored in double digits for Denver , including Danilo Gallinari , who led the way with 32 points , eight rebounds and one assist .
3-1	249-252	Six	2\_NUMBER	Five	*	*	*	3	false	3	*	3	
3-2	253-260	players	_	_	_	_	_	_	_	_	_	_	
3-3	261-267	scored	_	_	_	_	_	_	_	_	_	_	
3-4	268-270	in	_	_	_	_	_	_	_	_	_	_	
3-5	271-277	double	_	_	_	_	_	_	_	_	_	_	
3-6	278-284	digits	_	_	_	_	_	_	_	_	_	_	
3-7	285-288	for	_	_	_	_	_	_	_	_	_	_	
3-8	289-295	Denver	_	_	_	_	_	_	_	_	_	_	
3-9	296-297	,	_	_	_	_	_	_	_	_	_	_	
3-10	298-307	including	_	_	_	_	_	_	_	_	_	_	
3-11	308-314	Danilo	_	_	_	_	_	_	_	_	_	_	
3-12	315-324	Gallinari	_	_	_	_	_	_	_	_	_	_	
3-13	325-326	,	_	_	_	_	_	_	_	_	_	_	
3-14	327-330	who	_	_	_	_	_	_	_	_	_	_	
3-15	331-334	led	_	_	_	_	_	_	_	_	_	_	
3-16	335-338	the	_	_	_	_	_	_	_	_	_	_	
3-17	339-342	way	_	_	_	_	_	_	_	_	_	_	
3-18	343-347	with	_	_	_	_	_	_	_	_	_	_	
3-19	348-350	32	_	_	_	_	_	_	_	_	_	_	
3-20	351-357	points	_	_	_	_	_	_	_	_	_	_	
3-21	358-359	,	_	_	_	_	_	_	_	_	_	_	
3-22	360-365	eight	_	_	_	_	_	_	_	_	_	_	
3-23	366-374	rebounds	_	_	_	_	_	_	_	_	_	_	
3-24	375-378	and	_	_	_	_	_	_	_	_	_	_	
3-25	379-382	one	_	_	_	_	_	_	_	_	_	_	
3-26	383-389	assist	_	_	_	_	_	_	_	_	_	_	
3-27	390-391	.	_	_	_	_	_	_	_	_	_	_	

#Text=Gary Harris followed up with 15 points , seven rebounds , four assists and two steals , while Wilson Chandler chipped in six points , three rebounds and one steal .
4-1	392-396	Gary	_	_	_	_	_	_	_	_	_	_	
4-2	397-403	Harris	_	_	_	_	_	_	_	_	_	_	
4-3	404-412	followed	_	_	_	_	_	_	_	_	_	_	
4-4	413-415	up	_	_	_	_	_	_	_	_	_	_	
4-5	416-420	with	_	_	_	_	_	_	_	_	_	_	
4-6	421-423	15	_	_	_	_	_	_	_	_	_	_	
4-7	424-430	points	_	_	_	_	_	_	_	_	_	_	
4-8	431-432	,	_	_	_	_	_	_	_	_	_	_	
4-9	433-438	seven	_	_	_	_	_	_	_	_	_	_	
4-10	439-447	rebounds	_	_	_	_	_	_	_	_	_	_	
4-11	448-449	,	_	_	_	_	_	_	_	_	_	_	
4-12	450-454	four	_	_	_	_	_	_	_	_	_	_	
4-13	455-462	assists	_	_	_	_	_	_	_	_	_	_	
4-14	463-466	and	_	_	_	_	_	_	_	_	_	_	
4-15	467-470	two	_	_	_	_	_	_	_	_	_	_	
4-16	471-477	steals	_	_	_	_	_	_	_	_	_	_	
4-17	478-479	,	_	_	_	_	_	_	_	_	_	_	
4-18	480-485	while	_	_	_	_	_	_	_	_	_	_	
4-19	486-492	Wilson	_	_	_	_	_	_	_	_	_	_	
4-20	493-501	Chandler	_	_	_	_	_	_	_	_	_	_	
4-21	502-509	chipped	_	_	_	_	_	_	_	_	_	_	
4-22	510-512	in	_	_	_	_	_	_	_	_	_	_	
4-23	513-516	six	_	_	_	_	_	_	_	_	_	_	
4-24	517-523	points	_	_	_	_	_	_	_	_	_	_	
4-25	524-525	,	_	_	_	_	_	_	_	_	_	_	
4-26	526-531	three	_	_	_	_	_	_	_	_	_	_	
4-27	532-540	rebounds	_	_	_	_	_	_	_	_	_	_	
4-28	541-544	and	_	_	_	_	_	_	_	_	_	_	
4-29	545-548	one	_	_	_	_	_	_	_	_	_	_	
4-30	549-554	steal	_	_	_	_	_	_	_	_	_	_	
4-31	555-556	.	_	_	_	_	_	_	_	_	_	_	

#Text=Jameer Nelson chipped in 17 points , three rebounds and one steal .
5-1	557-563	Jameer	_	_	_	_	_	_	_	_	_	_	
5-2	564-570	Nelson	_	_	_	_	_	_	_	_	_	_	
5-3	571-578	chipped	_	_	_	_	_	_	_	_	_	_	
5-4	579-581	in	_	_	_	_	_	_	_	_	_	_	
5-5	582-584	17	_	_	_	_	_	_	_	_	_	_	
5-6	585-591	points	_	_	_	_	_	_	_	_	_	_	
5-7	592-593	,	_	_	_	_	_	_	_	_	_	_	
5-8	594-599	three	_	_	_	_	_	_	_	_	_	_	
5-9	600-608	rebounds	_	_	_	_	_	_	_	_	_	_	
5-10	609-612	and	_	_	_	_	_	_	_	_	_	_	
5-11	613-616	one	_	_	_	_	_	_	_	_	_	_	
5-12	617-622	steal	_	_	_	_	_	_	_	_	_	_	
5-13	623-624	.	_	_	_	_	_	_	_	_	_	_	

#Text=Jameer Nelson chipped in 17 points , three rebounds , six assists and one steal , while Wilson Chandler chipped in six points , three rebounds and one steal .
6-1	625-631	Jameer	_	_	_	_	_	_	_	_	_	_	
6-2	632-638	Nelson	_	_	_	_	_	_	_	_	_	_	
6-3	639-646	chipped	_	_	_	_	_	_	_	_	_	_	
6-4	647-649	in	_	_	_	_	_	_	_	_	_	_	
6-5	650-652	17	_	_	_	_	_	_	_	_	_	_	
6-6	653-659	points	_	_	_	_	_	_	_	_	_	_	
6-7	660-661	,	_	_	_	_	_	_	_	_	_	_	
6-8	662-667	three	_	_	_	_	_	_	_	_	_	_	
6-9	668-676	rebounds	_	_	_	_	_	_	_	_	_	_	
6-10	677-678	,	_	_	_	_	_	_	_	_	_	_	
6-11	679-682	six	_	_	_	_	_	_	_	_	_	_	
6-12	683-690	assists	_	_	_	_	_	_	_	_	_	_	
6-13	691-694	and	_	_	_	_	_	_	_	_	_	_	
6-14	695-698	one	_	_	_	_	_	_	_	_	_	_	
6-15	699-704	steal	_	_	_	_	_	_	_	_	_	_	
6-16	705-706	,	_	_	_	_	_	_	_	_	_	_	
6-17	707-712	while	_	_	_	_	_	_	_	_	_	_	
6-18	713-719	Wilson	_	_	_	_	_	_	_	_	_	_	
6-19	720-728	Chandler	_	_	_	_	_	_	_	_	_	_	
6-20	729-736	chipped	_	_	_	_	_	_	_	_	_	_	
6-21	737-739	in	_	_	_	_	_	_	_	_	_	_	
6-22	740-743	six	_	_	_	_	_	_	_	_	_	_	
6-23	744-750	points	_	_	_	_	_	_	_	_	_	_	
6-24	751-752	,	_	_	_	_	_	_	_	_	_	_	
6-25	753-758	three	_	_	_	_	_	_	_	_	_	_	
6-26	759-767	rebounds	_	_	_	_	_	_	_	_	_	_	
6-27	768-771	and	_	_	_	_	_	_	_	_	_	_	
6-28	772-775	one	_	_	_	_	_	_	_	_	_	_	
6-29	776-781	steal	_	_	_	_	_	_	_	_	_	_	
6-30	782-783	.	_	_	_	_	_	_	_	_	_	_	

#Text=The Nuggets ( 15 - 32 ) were led by Devin Booker , who tallied 23 points , four rebounds , two assists , one steal and one block .
7-1	784-787	The	_	_	_	_	_	_	_	_	_	_	
7-2	788-795	Nuggets	1\_NAME	Suns	*	*	*	3	false	2	*	3	
7-3	796-797	(	_	_	_	_	_	_	_	_	_	_	
7-4	798-800	15	_	_	_	_	_	_	_	_	_	_	
7-5	801-802	-	_	_	_	_	_	_	_	_	_	_	
7-6	803-805	32	_	_	_	_	_	_	_	_	_	_	
7-7	806-807	)	_	_	_	_	_	_	_	_	_	_	
7-8	808-812	were	_	_	_	_	_	_	_	_	_	_	
7-9	813-816	led	3\_WORD	*	did not lead team in scoring	*	*	2	false	2	*	2	
7-10	817-819	by	_	_	_	_	_	_	_	_	_	_	
7-11	820-825	Devin	_	_	_	_	_	_	_	_	_	_	
7-12	826-832	Booker	_	_	_	_	_	_	_	_	_	_	
7-13	833-834	,	_	_	_	_	_	_	_	_	_	_	
7-14	835-838	who	_	_	_	_	_	_	_	_	_	_	
7-15	839-846	tallied	_	_	_	_	_	_	_	_	_	_	
7-16	847-849	23	_	_	_	_	_	_	_	_	_	_	
7-17	850-856	points	_	_	_	_	_	_	_	_	_	_	
7-18	857-858	,	_	_	_	_	_	_	_	_	_	_	
7-19	859-863	four	_	_	_	_	_	_	_	_	_	_	
7-20	864-872	rebounds	_	_	_	_	_	_	_	_	_	_	
7-21	873-874	,	_	_	_	_	_	_	_	_	_	_	
7-22	875-878	two	_	_	_	_	_	_	_	_	_	_	
7-23	879-886	assists	_	_	_	_	_	_	_	_	_	_	
7-24	887-888	,	_	_	_	_	_	_	_	_	_	_	
7-25	889-892	one	_	_	_	_	_	_	_	_	_	_	
7-26	893-898	steal	_	_	_	_	_	_	_	_	_	_	
7-27	899-902	and	_	_	_	_	_	_	_	_	_	_	
7-28	903-906	one	_	_	_	_	_	_	_	_	_	_	
7-29	907-912	block	_	_	_	_	_	_	_	_	_	_	
7-30	913-914	.	_	_	_	_	_	_	_	_	_	_	

#Text=Tyson Chandler finished with 15 points , 12 rebounds and two steals , while Tyson Chandler finished with 15 points , 12 rebounds and two steals .
8-1	915-920	Tyson	_	_	_	_	_	_	_	_	_	_	
8-2	921-929	Chandler	_	_	_	_	_	_	_	_	_	_	
8-3	930-938	finished	_	_	_	_	_	_	_	_	_	_	
8-4	939-943	with	_	_	_	_	_	_	_	_	_	_	
8-5	944-946	15	_	_	_	_	_	_	_	_	_	_	
8-6	947-953	points	_	_	_	_	_	_	_	_	_	_	
8-7	954-955	,	_	_	_	_	_	_	_	_	_	_	
8-8	956-958	12	_	_	_	_	_	_	_	_	_	_	
8-9	959-967	rebounds	_	_	_	_	_	_	_	_	_	_	
8-10	968-971	and	_	_	_	_	_	_	_	_	_	_	
8-11	972-975	two	_	_	_	_	_	_	_	_	_	_	
8-12	976-982	steals	_	_	_	_	_	_	_	_	_	_	
8-13	983-984	,	_	_	_	_	_	_	_	_	_	_	
8-14	985-990	while	_	_	_	_	_	_	_	_	_	_	
8-15	991-996	Tyson	_	_	_	_	_	_	_	_	_	_	
8-16	997-1005	Chandler	_	_	_	_	_	_	_	_	_	_	
8-17	1006-1014	finished	_	_	_	_	_	_	_	_	_	_	
8-18	1015-1019	with	_	_	_	_	_	_	_	_	_	_	
8-19	1020-1022	15	_	_	_	_	_	_	_	_	_	_	
8-20	1023-1029	points	_	_	_	_	_	_	_	_	_	_	
8-21	1030-1031	,	_	_	_	_	_	_	_	_	_	_	
8-22	1032-1034	12	_	_	_	_	_	_	_	_	_	_	
8-23	1035-1043	rebounds	_	_	_	_	_	_	_	_	_	_	
8-24	1044-1047	and	_	_	_	_	_	_	_	_	_	_	
8-25	1048-1051	two	_	_	_	_	_	_	_	_	_	_	
8-26	1052-1058	steals	_	_	_	_	_	_	_	_	_	_	
8-27	1059-1060	.	_	_	_	_	_	_	_	_	_	_	

#Text=Tyson Chandler finished with 15 points , 12 rebounds and two steals .
9-1	1061-1066	Tyson	_	_	_	_	_	_	_	_	_	_	
9-2	1067-1075	Chandler	_	_	_	_	_	_	_	_	_	_	
9-3	1076-1084	finished	_	_	_	_	_	_	_	_	_	_	
9-4	1085-1089	with	_	_	_	_	_	_	_	_	_	_	
9-5	1090-1092	15	_	_	_	_	_	_	_	_	_	_	
9-6	1093-1099	points	_	_	_	_	_	_	_	_	_	_	
9-7	1100-1101	,	_	_	_	_	_	_	_	_	_	_	
9-8	1102-1104	12	_	_	_	_	_	_	_	_	_	_	
9-9	1105-1113	rebounds	_	_	_	_	_	_	_	_	_	_	
9-10	1114-1117	and	_	_	_	_	_	_	_	_	_	_	
9-11	1118-1121	two	_	_	_	_	_	_	_	_	_	_	
9-12	1122-1128	steals	_	_	_	_	_	_	_	_	_	_	
9-13	1129-1130	.	_	_	_	_	_	_	_	_	_	_	

#Text=Next up , the Suns host the Phoenix Suns on Friday for their next game .
10-1	1131-1135	Next	_	_	_	_	_	_	_	_	_	_	
10-2	1136-1138	up	_	_	_	_	_	_	_	_	_	_	
10-3	1139-1140	,	_	_	_	_	_	_	_	_	_	_	
10-4	1141-1144	the	_	_	_	_	_	_	_	_	_	_	
10-5	1145-1149	Suns	_	_	_	_	_	_	_	_	_	_	
10-6	1150-1154	host	_	_	_	_	_	_	_	_	_	_	
10-7	1155-1158	the	_	_	_	_	_	_	_	_	_	_	
10-8	1159-1166	Phoenix	1\_NAME[1]	Memphis Grizzlies[1]	*[1]	*[1]	*[1]	3[1]	false[1]	3[1]	*[1]	3[1]	
10-9	1167-1171	Suns	1\_NAME[1]	Memphis Grizzlies[1]	*[1]	*[1]	*[1]	3[1]	false[1]	3[1]	*[1]	3[1]	
10-10	1172-1174	on	_	_	_	_	_	_	_	_	_	_	
10-11	1175-1181	Friday	1\_NAME	Monday	*	3	*	3	false	3	*	2	
10-12	1182-1185	for	_	_	_	_	_	_	_	_	_	_	
10-13	1186-1191	their	_	_	_	_	_	_	_	_	_	_	
10-14	1192-1196	next	_	_	_	_	_	_	_	_	_	_	
10-15	1197-1201	game	_	_	_	_	_	_	_	_	_	_	
10-16	1202-1203	.	_	_	_	_	_	_	_	_	_	_	
