#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Errors|A_Type|B_Correction|C_Comment|G_Corrected_Types|G_Problem|H_FOUND_ERR|I_Correction_Disagreement|I_Spans_Match|J_Corrected_Type|J_Types_Match


#Text=The San Antonio Spurs defeated the Boston Celtics , 109 - 103 , at TD Garden on Friday .
1-1	0-3	The	_	_	_	_	_	_	_	_	_	_	
1-2	4-7	San	_	_	_	_	_	_	_	_	_	_	
1-3	8-15	Antonio	_	_	_	_	_	_	_	_	_	_	
1-4	16-21	Spurs	_	_	_	_	_	_	_	_	_	_	
1-5	22-30	defeated	_	_	_	_	_	_	_	_	_	_	
1-6	31-34	the	_	_	_	_	_	_	_	_	_	_	
1-7	35-41	Boston	_	_	_	_	_	_	_	_	_	_	
1-8	42-49	Celtics	_	_	_	_	_	_	_	_	_	_	
1-9	50-51	,	_	_	_	_	_	_	_	_	_	_	
1-10	52-55	109	_	_	_	_	_	_	_	_	_	_	
1-11	56-57	-	_	_	_	_	_	_	_	_	_	_	
1-12	58-61	103	_	_	_	_	_	_	_	_	_	_	
1-13	62-63	,	_	_	_	_	_	_	_	_	_	_	
1-14	64-66	at	_	_	_	_	_	_	_	_	_	_	
1-15	67-69	TD	_	_	_	_	_	_	_	_	_	_	
1-16	70-76	Garden	_	_	_	_	_	_	_	_	_	_	
1-17	77-79	on	_	_	_	_	_	_	_	_	_	_	
1-18	80-86	Friday	_	_	_	_	_	_	_	_	_	_	
1-19	87-88	.	_	_	_	_	_	_	_	_	_	_	

#Text=The Spurs ( 13 - 3 ) checked in to Thursday 000s contest with a mere nine points over the Celtics ( 9 - 7 ) at home , but it was n000t enough to keep the Celtics ( 9 - 7 ) to their eighth home victory of the season .
2-1	89-92	The	_	_	_	_	_	_	_	_	_	_	
2-2	93-98	Spurs	_	_	_	_	_	_	_	_	_	_	
2-3	99-100	(	_	_	_	_	_	_	_	_	_	_	
2-4	101-103	13	_	_	_	_	_	_	_	_	_	_	
2-5	104-105	-	_	_	_	_	_	_	_	_	_	_	
2-6	106-107	3	_	_	_	_	_	_	_	_	_	_	
2-7	108-109	)	_	_	_	_	_	_	_	_	_	_	
2-8	110-117	checked	_	_	_	_	_	_	_	_	_	_	
2-9	118-120	in	_	_	_	_	_	_	_	_	_	_	
2-10	121-123	to	_	_	_	_	_	_	_	_	_	_	
2-11	124-132	Thursday	1\_NAME	Friday	*	3	CT:  Annotator marked this AND a whole sentence \[OTHER\].  I split them	3	false	3	*	2	
2-12	133-137	000s	_	_	_	_	_	_	_	_	_	_	
2-13	138-145	contest	_	_	_	_	_	_	_	_	_	_	
2-14	146-150	with	_	_	_	_	_	_	_	_	_	_	
2-15	151-152	a	_	_	_	_	_	_	_	_	_	_	
2-16	153-157	mere	_	_	_	_	_	_	_	_	_	_	
2-17	158-162	nine	_	_	_	_	_	_	_	_	_	_	
2-18	163-169	points	_	_	_	_	_	_	_	_	_	_	
2-19	170-174	over	_	_	_	_	_	_	_	_	_	_	
2-20	175-178	the	_	_	_	_	_	_	_	_	_	_	
2-21	179-186	Celtics	_	_	_	_	_	_	_	_	_	_	
2-22	187-188	(	_	_	_	_	_	_	_	_	_	_	
2-23	189-190	9	_	_	_	_	_	_	_	_	_	_	
2-24	191-192	-	_	_	_	_	_	_	_	_	_	_	
2-25	193-194	7	_	_	_	_	_	_	_	_	_	_	
2-26	195-196	)	_	_	_	_	_	_	_	_	_	_	
2-27	197-199	at	_	_	_	_	_	_	_	_	_	_	
2-28	200-204	home	_	_	_	_	_	_	_	_	_	_	
2-29	205-206	,	_	_	_	_	_	_	_	_	_	_	
2-30	207-210	but	_	_	_	_	_	_	_	_	_	_	
2-31	211-213	it	_	_	_	_	_	_	_	_	_	_	
2-32	214-217	was	_	_	_	_	_	_	_	_	_	_	
2-33	218-223	n000t	_	_	_	_	_	_	_	_	_	_	
2-34	224-230	enough	_	_	_	_	_	_	_	_	_	_	
2-35	231-233	to	_	_	_	_	_	_	_	_	_	_	
2-36	234-238	keep	_	_	_	_	_	_	_	_	_	_	
2-37	239-242	the	_	_	_	_	_	_	_	_	_	_	
2-38	243-250	Celtics	_	_	_	_	_	_	_	_	_	_	
2-39	251-252	(	_	_	_	_	_	_	_	_	_	_	
2-40	253-254	9	_	_	_	_	_	_	_	_	_	_	
2-41	255-256	-	_	_	_	_	_	_	_	_	_	_	
2-42	257-258	7	_	_	_	_	_	_	_	_	_	_	
2-43	259-260	)	_	_	_	_	_	_	_	_	_	_	
2-44	261-263	to	_	_	_	_	_	_	_	_	_	_	
2-45	264-269	their	_	_	_	_	_	_	_	_	_	_	
2-46	270-276	eighth	_	_	_	_	_	_	_	_	_	_	
2-47	277-281	home	_	_	_	_	_	_	_	_	_	_	
2-48	282-289	victory	_	_	_	_	_	_	_	_	_	_	
2-49	290-292	of	_	_	_	_	_	_	_	_	_	_	
2-50	293-296	the	_	_	_	_	_	_	_	_	_	_	
2-51	297-303	season	_	_	_	_	_	_	_	_	_	_	
2-52	304-305	.	_	_	_	_	_	_	_	_	_	_	

#Text=Kawhi Leonard led the way for the Spurs , scoring 25 points on 8 - of - 18 shooting , including 3 - of - 7 from three - point range , to go along with 10 rebounds and four assists in 35 minutes .
3-1	306-311	Kawhi	_	_	_	_	_	_	_	_	_	_	
3-2	312-319	Leonard	_	_	_	_	_	_	_	_	_	_	
3-3	320-323	led	_	_	_	_	_	_	_	_	_	_	
3-4	324-327	the	_	_	_	_	_	_	_	_	_	_	
3-5	328-331	way	_	_	_	_	_	_	_	_	_	_	
3-6	332-335	for	_	_	_	_	_	_	_	_	_	_	
3-7	336-339	the	_	_	_	_	_	_	_	_	_	_	
3-8	340-345	Spurs	_	_	_	_	_	_	_	_	_	_	
3-9	346-347	,	_	_	_	_	_	_	_	_	_	_	
3-10	348-355	scoring	_	_	_	_	_	_	_	_	_	_	
3-11	356-358	25	_	_	_	_	_	_	_	_	_	_	
3-12	359-365	points	_	_	_	_	_	_	_	_	_	_	
3-13	366-368	on	_	_	_	_	_	_	_	_	_	_	
3-14	369-370	8	_	_	_	_	_	_	_	_	_	_	
3-15	371-372	-	_	_	_	_	_	_	_	_	_	_	
3-16	373-375	of	_	_	_	_	_	_	_	_	_	_	
3-17	376-377	-	_	_	_	_	_	_	_	_	_	_	
3-18	378-380	18	_	_	_	_	_	_	_	_	_	_	
3-19	381-389	shooting	_	_	_	_	_	_	_	_	_	_	
3-20	390-391	,	_	_	_	_	_	_	_	_	_	_	
3-21	392-401	including	_	_	_	_	_	_	_	_	_	_	
3-22	402-403	3	_	_	_	_	_	_	_	_	_	_	
3-23	404-405	-	_	_	_	_	_	_	_	_	_	_	
3-24	406-408	of	_	_	_	_	_	_	_	_	_	_	
3-25	409-410	-	_	_	_	_	_	_	_	_	_	_	
3-26	411-412	7	_	_	_	_	_	_	_	_	_	_	
3-27	413-417	from	_	_	_	_	_	_	_	_	_	_	
3-28	418-423	three	_	_	_	_	_	_	_	_	_	_	
3-29	424-425	-	_	_	_	_	_	_	_	_	_	_	
3-30	426-431	point	_	_	_	_	_	_	_	_	_	_	
3-31	432-437	range	_	_	_	_	_	_	_	_	_	_	
3-32	438-439	,	_	_	_	_	_	_	_	_	_	_	
3-33	440-442	to	_	_	_	_	_	_	_	_	_	_	
3-34	443-445	go	_	_	_	_	_	_	_	_	_	_	
3-35	446-451	along	_	_	_	_	_	_	_	_	_	_	
3-36	452-456	with	_	_	_	_	_	_	_	_	_	_	
3-37	457-459	10	_	_	_	_	_	_	_	_	_	_	
3-38	460-468	rebounds	_	_	_	_	_	_	_	_	_	_	
3-39	469-472	and	_	_	_	_	_	_	_	_	_	_	
3-40	473-477	four	_	_	_	_	_	_	_	_	_	_	
3-41	478-485	assists	_	_	_	_	_	_	_	_	_	_	
3-42	486-488	in	_	_	_	_	_	_	_	_	_	_	
3-43	489-491	35	_	_	_	_	_	_	_	_	_	_	
3-44	492-499	minutes	_	_	_	_	_	_	_	_	_	_	
3-45	500-501	.	_	_	_	_	_	_	_	_	_	_	

#Text=Kawhi Leonard added 25 points , 10 rebounds and four assists , while Patty Mills added 19 points off the bench .
