#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Errors|A_Type|B_Correction|C_Comment|G_Corrected_Types|G_Problem|H_FOUND_ERR|I_Correction_Disagreement|I_Spans_Match|J_Corrected_Type|J_Types_Match


#Text=Russell Westbrook and Russell Westbrook both the Oklahoma City Thunder and the Oklahoma City Thunder , however , as they continue to play at the Sleep Train Arena .
1-1	0-7	Russell	_	_	_	_	_	_	_	_	_	_	
1-2	8-17	Westbrook	_	_	_	_	_	_	_	_	_	_	
1-3	18-21	and	_	_	_	_	_	_	_	_	_	_	
1-4	22-29	Russell	_	_	_	_	_	_	_	_	_	_	
1-5	30-39	Westbrook	_	_	_	_	_	_	_	_	_	_	
1-6	40-44	both	_	_	_	_	_	_	_	_	_	_	
1-7	45-48	the	_	_	_	_	_	_	_	_	_	_	
1-8	49-57	Oklahoma	_	_	_	_	_	_	_	_	_	_	
1-9	58-62	City	_	_	_	_	_	_	_	_	_	_	
1-10	63-70	Thunder	_	_	_	_	_	_	_	_	_	_	
1-11	71-74	and	_	_	_	_	_	_	_	_	_	_	
1-12	75-78	the	_	_	_	_	_	_	_	_	_	_	
1-13	79-87	Oklahoma	_	_	_	_	_	_	_	_	_	_	
1-14	88-92	City	_	_	_	_	_	_	_	_	_	_	
1-15	93-100	Thunder	_	_	_	_	_	_	_	_	_	_	
1-16	101-102	,	_	_	_	_	_	_	_	_	_	_	
1-17	103-110	however	_	_	_	_	_	_	_	_	_	_	
1-18	111-112	,	_	_	_	_	_	_	_	_	_	_	
1-19	113-115	as	_	_	_	_	_	_	_	_	_	_	
1-20	116-120	they	_	_	_	_	_	_	_	_	_	_	
1-21	121-129	continue	_	_	_	_	_	_	_	_	_	_	
1-22	130-132	to	_	_	_	_	_	_	_	_	_	_	
1-23	133-137	play	_	_	_	_	_	_	_	_	_	_	
1-24	138-140	at	_	_	_	_	_	_	_	_	_	_	
1-25	141-144	the	_	_	_	_	_	_	_	_	_	_	
1-26	145-150	Sleep	1\_NAME[1]	Golden 1 Center[1]	*[1]	3[1]	*[1]	3[1]	false[1]	2[1]	*[1]	1[1]	
1-27	151-156	Train	1\_NAME[1]	Golden 1 Center[1]	*[1]	3[1]	*[1]	3[1]	false[1]	2[1]	*[1]	1[1]	
1-28	157-162	Arena	1\_NAME[1]	Golden 1 Center[1]	*[1]	3[1]	*[1]	3[1]	false[1]	2[1]	*[1]	1[1]	
1-29	163-164	.	_	_	_	_	_	_	_	_	_	_	

#Text=Westbrook finished with 36 points , 11 rebounds , seven assists , four steals and one block on 11 - of - 21 shooting , while Westbrook scored 36 points on 11 - of - 21 shooting , to go along with 11 rebounds , seven assists , three steals and one block , in 36 minutes .
2-1	165-174	Westbrook	_	_	_	_	_	_	_	_	_	_	
2-2	175-183	finished	_	_	_	_	_	_	_	_	_	_	
2-3	184-188	with	_	_	_	_	_	_	_	_	_	_	
2-4	189-191	36	_	_	_	_	_	_	_	_	_	_	
2-5	192-198	points	_	_	_	_	_	_	_	_	_	_	
2-6	199-200	,	_	_	_	_	_	_	_	_	_	_	
2-7	201-203	11	_	_	_	_	_	_	_	_	_	_	
2-8	204-212	rebounds	_	_	_	_	_	_	_	_	_	_	
2-9	213-214	,	_	_	_	_	_	_	_	_	_	_	
2-10	215-220	seven	2\_NUMBER	ten	*	*	*	3	false	3	*	3	
2-11	221-228	assists	_	_	_	_	_	_	_	_	_	_	
2-12	229-230	,	_	_	_	_	_	_	_	_	_	_	
2-13	231-235	four	_	_	_	_	_	_	_	_	_	_	
2-14	236-242	steals	_	_	_	_	_	_	_	_	_	_	
2-15	243-246	and	_	_	_	_	_	_	_	_	_	_	
2-16	247-250	one	2\_NUMBER	zero	*	*	*	3	false	3	*	3	
2-17	251-256	block	_	_	_	_	_	_	_	_	_	_	
2-18	257-259	on	_	_	_	_	_	_	_	_	_	_	
2-19	260-262	11	_	_	_	_	_	_	_	_	_	_	
2-20	263-264	-	_	_	_	_	_	_	_	_	_	_	
2-21	265-267	of	_	_	_	_	_	_	_	_	_	_	
2-22	268-269	-	_	_	_	_	_	_	_	_	_	_	
2-23	270-272	21	_	_	_	_	_	_	_	_	_	_	
2-24	273-281	shooting	_	_	_	_	_	_	_	_	_	_	
2-25	282-283	,	_	_	_	_	_	_	_	_	_	_	
2-26	284-289	while	_	_	_	_	_	_	_	_	_	_	
2-27	290-299	Westbrook	_	_	_	_	_	_	_	_	_	_	
2-28	300-306	scored	_	_	_	_	_	_	_	_	_	_	
2-29	307-309	36	_	_	_	_	_	_	_	_	_	_	
2-30	310-316	points	_	_	_	_	_	_	_	_	_	_	
2-31	317-319	on	_	_	_	_	_	_	_	_	_	_	
2-32	320-322	11	_	_	_	_	_	_	_	_	_	_	
2-33	323-324	-	_	_	_	_	_	_	_	_	_	_	
2-34	325-327	of	_	_	_	_	_	_	_	_	_	_	
2-35	328-329	-	_	_	_	_	_	_	_	_	_	_	
2-36	330-332	21	_	_	_	_	_	_	_	_	_	_	
2-37	333-341	shooting	_	_	_	_	_	_	_	_	_	_	
2-38	342-343	,	_	_	_	_	_	_	_	_	_	_	
2-39	344-346	to	_	_	_	_	_	_	_	_	_	_	
2-40	347-349	go	_	_	_	_	_	_	_	_	_	_	
2-41	350-355	along	_	_	_	_	_	_	_	_	_	_	
2-42	356-360	with	_	_	_	_	_	_	_	_	_	_	
2-43	361-363	11	_	_	_	_	_	_	_	_	_	_	
2-44	364-372	rebounds	_	_	_	_	_	_	_	_	_	_	
2-45	373-374	,	_	_	_	_	_	_	_	_	_	_	
2-46	375-380	seven	2\_NUMBER	ten	*	*	T3 missed this here but flagged it in first part of sentence	2	false	2	*	2	
2-47	381-388	assists	_	_	_	_	_	_	_	_	_	_	
2-48	389-390	,	_	_	_	_	_	_	_	_	_	_	
2-49	391-396	three	2\_NUMBER	four	*	*	*	3	false	3	*	3	
2-50	397-403	steals	_	_	_	_	_	_	_	_	_	_	
2-51	404-407	and	_	_	_	_	_	_	_	_	_	_	
2-52	408-411	one	2\_NUMBER	zero	*	*	*	3	false	3	*	3	
2-53	412-417	block	_	_	_	_	_	_	_	_	_	_	
2-54	418-419	,	_	_	_	_	_	_	_	_	_	_	
2-55	420-422	in	_	_	_	_	_	_	_	_	_	_	
2-56	423-425	36	_	_	_	_	_	_	_	_	_	_	
2-57	426-433	minutes	_	_	_	_	_	_	_	_	_	_	
2-58	434-435	.	_	_	_	_	_	_	_	_	_	_	

#Text=Enes Kanter was the only other Thunder player to score in double digits , as he finished with 29 points on 10 - of - 18 shooting , in 32 minutes off the bench .
3-1	436-440	Enes	_	_	_	_	_	_	_	_	_	_	
3-2	441-447	Kanter	_	_	_	_	_	_	_	_	_	_	
3-3	448-451	was	_	_	_	_	_	_	_	_	_	_	
3-4	452-455	the	_	_	_	_	_	_	_	_	_	_	
3-5	456-460	only	3\_WORD[2]	*[2]	The Thunder had 4 total players reach double digits[2]	3[2]	*[2]	3[2]	false[2]	1[2]	*[2]	2[2]	
3-6	461-466	other	3\_WORD[2]	*[2]	The Thunder had 4 total players reach double digits[2]	3[2]	*[2]	3[2]	false[2]	1[2]	*[2]	2[2]	
3-7	467-474	Thunder	_	_	_	_	_	_	_	_	_	_	
3-8	475-481	player	_	_	_	_	_	_	_	_	_	_	
3-9	482-484	to	_	_	_	_	_	_	_	_	_	_	
3-10	485-490	score	_	_	_	_	_	_	_	_	_	_	
3-11	491-493	in	_	_	_	_	_	_	_	_	_	_	
3-12	494-500	double	_	_	_	_	_	_	_	_	_	_	
3-13	501-507	digits	_	_	_	_	_	_	_	_	_	_	
3-14	508-509	,	_	_	_	_	_	_	_	_	_	_	
3-15	510-512	as	_	_	_	_	_	_	_	_	_	_	
3-16	513-515	he	_	_	_	_	_	_	_	_	_	_	
3-17	516-524	finished	_	_	_	_	_	_	_	_	_	_	
3-18	525-529	with	_	_	_	_	_	_	_	_	_	_	
3-19	530-532	29	_	_	_	_	_	_	_	_	_	_	
3-20	533-539	points	_	_	_	_	_	_	_	_	_	_	
3-21	540-542	on	_	_	_	_	_	_	_	_	_	_	
3-22	543-545	10	_	_	_	_	_	_	_	_	_	_	
3-23	546-547	-	_	_	_	_	_	_	_	_	_	_	
3-24	548-550	of	_	_	_	_	_	_	_	_	_	_	
3-25	551-552	-	_	_	_	_	_	_	_	_	_	_	
3-26	553-555	18	_	_	_	_	_	_	_	_	_	_	
3-27	556-564	shooting	_	_	_	_	_	_	_	_	_	_	
3-28	565-566	,	_	_	_	_	_	_	_	_	_	_	
3-29	567-569	in	_	_	_	_	_	_	_	_	_	_	
3-30	570-572	32	_	_	_	_	_	_	_	_	_	_	
3-31	573-580	minutes	_	_	_	_	_	_	_	_	_	_	
3-32	581-584	off	_	_	_	_	_	_	_	_	_	_	
3-33	585-588	the	_	_	_	_	_	_	_	_	_	_	
3-34	589-594	bench	_	_	_	_	_	_	_	_	_	_	
3-35	595-596	.	_	_	_	_	_	_	_	_	_	_	

#Text=The Kings shot 46 percent from the field and 36 percent from long range , while the Kings shot 46 percent from the field and 36 percent from long range .
4-1	597-600	The	_	_	_	_	_	_	_	_	_	_	
4-2	601-606	Kings	_	_	_	_	_	_	_	_	_	_	
4-3	607-611	shot	_	_	_	_	_	_	_	_	_	_	
4-4	612-614	46	_	_	_	_	_	_	_	_	_	_	
4-5	615-622	percent	_	_	_	_	_	_	_	_	_	_	
4-6	623-627	from	_	_	_	_	_	_	_	_	_	_	
4-7	628-631	the	_	_	_	_	_	_	_	_	_	_	
4-8	632-637	field	_	_	_	_	_	_	_	_	_	_	
4-9	638-641	and	_	_	_	_	_	_	_	_	_	_	
4-10	642-644	36	_	_	_	_	_	_	_	_	_	_	
4-11	645-652	percent	_	_	_	_	_	_	_	_	_	_	
4-12	653-657	from	_	_	_	_	_	_	_	_	_	_	
4-13	658-662	long	_	_	_	_	_	_	_	_	_	_	
4-14	663-668	range	_	_	_	_	_	_	_	_	_	_	
4-15	669-670	,	_	_	_	_	_	_	_	_	_	_	
4-16	671-676	while	_	_	_	_	_	_	_	_	_	_	
4-17	677-680	the	_	_	_	_	_	_	_	_	_	_	
4-18	681-686	Kings	_	_	_	_	_	_	_	_	_	_	
4-19	687-691	shot	_	_	_	_	_	_	_	_	_	_	
4-20	692-694	46	_	_	_	_	_	_	_	_	_	_	
4-21	695-702	percent	_	_	_	_	_	_	_	_	_	_	
4-22	703-707	from	_	_	_	_	_	_	_	_	_	_	
4-23	708-711	the	_	_	_	_	_	_	_	_	_	_	
4-24	712-717	field	_	_	_	_	_	_	_	_	_	_	
4-25	718-721	and	_	_	_	_	_	_	_	_	_	_	
4-26	722-724	36	_	_	_	_	_	_	_	_	_	_	
4-27	725-732	percent	_	_	_	_	_	_	_	_	_	_	
4-28	733-737	from	_	_	_	_	_	_	_	_	_	_	
4-29	738-742	long	_	_	_	_	_	_	_	_	_	_	
4-30	743-748	range	_	_	_	_	_	_	_	_	_	_	
4-31	749-750	.	_	_	_	_	_	_	_	_	_	_	

#Text=DeMarcus Cousins led the way for the Kings , with 31 points on 11 - of - 20 shooting , along with 11 rebounds , seven assists and four steals , in 34 minutes .
5-1	751-759	DeMarcus	_	_	_	_	_	_	_	_	_	_	
5-2	760-767	Cousins	_	_	_	_	_	_	_	_	_	_	
5-3	768-771	led	_	_	_	_	_	_	_	_	_	_	
5-4	772-775	the	_	_	_	_	_	_	_	_	_	_	
5-5	776-779	way	_	_	_	_	_	_	_	_	_	_	
5-6	780-783	for	_	_	_	_	_	_	_	_	_	_	
5-7	784-787	the	_	_	_	_	_	_	_	_	_	_	
5-8	788-793	Kings	_	_	_	_	_	_	_	_	_	_	
5-9	794-795	,	_	_	_	_	_	_	_	_	_	_	
5-10	796-800	with	_	_	_	_	_	_	_	_	_	_	
5-11	801-803	31	_	_	_	_	_	_	_	_	_	_	
5-12	804-810	points	_	_	_	_	_	_	_	_	_	_	
5-13	811-813	on	_	_	_	_	_	_	_	_	_	_	
5-14	814-816	11	2\_NUMBER	8	*	*	*	3	true	3	*	3	
5-15	817-818	-	_	_	_	_	_	_	_	_	_	_	
5-16	819-821	of	_	_	_	_	_	_	_	_	_	_	
5-17	822-823	-	_	_	_	_	_	_	_	_	_	_	
5-18	824-826	20	_	_	_	_	_	_	_	_	_	_	
5-19	827-835	shooting	_	_	_	_	_	_	_	_	_	_	
5-20	836-837	,	_	_	_	_	_	_	_	_	_	_	
5-21	838-843	along	_	_	_	_	_	_	_	_	_	_	
5-22	844-848	with	_	_	_	_	_	_	_	_	_	_	
5-23	849-851	11	_	_	_	_	_	_	_	_	_	_	
5-24	852-860	rebounds	_	_	_	_	_	_	_	_	_	_	
5-25	861-862	,	_	_	_	_	_	_	_	_	_	_	
5-26	863-868	seven	_	_	_	_	_	_	_	_	_	_	
5-27	869-876	assists	_	_	_	_	_	_	_	_	_	_	
5-28	877-880	and	_	_	_	_	_	_	_	_	_	_	
5-29	881-885	four	2\_NUMBER	three	*	*	*	3	false	3	*	3	
5-30	886-892	steals	_	_	_	_	_	_	_	_	_	_	
5-31	893-894	,	_	_	_	_	_	_	_	_	_	_	
5-32	895-897	in	_	_	_	_	_	_	_	_	_	_	
5-33	898-900	34	_	_	_	_	_	_	_	_	_	_	
5-34	901-908	minutes	_	_	_	_	_	_	_	_	_	_	
5-35	909-910	.	_	_	_	_	_	_	_	_	_	_	

#Text=Enes Kanter followed up with 29 points on 10 - of - 18 shooting , in 32 minutes , while Steven Adams chipped in 21 points , four rebounds and one steal , in 27 minutes .
6-1	911-915	Enes	_	_	_	_	_	_	_	_	_	_	
6-2	916-922	Kanter	_	_	_	_	_	_	_	_	_	_	
6-3	923-931	followed	_	_	_	_	_	_	_	_	_	_	
6-4	932-934	up	_	_	_	_	_	_	_	_	_	_	
6-5	935-939	with	_	_	_	_	_	_	_	_	_	_	
6-6	940-942	29	_	_	_	_	_	_	_	_	_	_	
6-7	943-949	points	_	_	_	_	_	_	_	_	_	_	
6-8	950-952	on	_	_	_	_	_	_	_	_	_	_	
6-9	953-955	10	_	_	_	_	_	_	_	_	_	_	
6-10	956-957	-	_	_	_	_	_	_	_	_	_	_	
6-11	958-960	of	_	_	_	_	_	_	_	_	_	_	
6-12	961-962	-	_	_	_	_	_	_	_	_	_	_	
6-13	963-965	18	_	_	_	_	_	_	_	_	_	_	
6-14	966-974	shooting	_	_	_	_	_	_	_	_	_	_	
6-15	975-976	,	_	_	_	_	_	_	_	_	_	_	
6-16	977-979	in	_	_	_	_	_	_	_	_	_	_	
6-17	980-982	32	_	_	_	_	_	_	_	_	_	_	
6-18	983-990	minutes	_	_	_	_	_	_	_	_	_	_	
6-19	991-992	,	_	_	_	_	_	_	_	_	_	_	
6-20	993-998	while	_	_	_	_	_	_	_	_	_	_	
6-21	999-1005	Steven	_	_	_	_	_	_	_	_	_	_	
