#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Errors|A_Type|B_Correction|C_Comment|G_Corrected_Types|G_Problem|H_FOUND_ERR|I_Correction_Disagreement|I_Spans_Match|J_Corrected_Type|J_Types_Match


#Text=The Washington Wizards defeated the Brooklyn Nets , 114 - 110 , at Barclays Center on Saturday evening .
1-1	0-3	The	_	_	_	_	_	_	_	_	_	_	
1-2	4-14	Washington	_	_	_	_	_	_	_	_	_	_	
1-3	15-22	Wizards	_	_	_	_	_	_	_	_	_	_	
1-4	23-31	defeated	_	_	_	_	_	_	_	_	_	_	
1-5	32-35	the	_	_	_	_	_	_	_	_	_	_	
1-6	36-44	Brooklyn	_	_	_	_	_	_	_	_	_	_	
1-7	45-49	Nets	_	_	_	_	_	_	_	_	_	_	
1-8	50-51	,	_	_	_	_	_	_	_	_	_	_	
1-9	52-55	114	_	_	_	_	_	_	_	_	_	_	
1-10	56-57	-	_	_	_	_	_	_	_	_	_	_	
1-11	58-61	110	_	_	_	_	_	_	_	_	_	_	
1-12	62-63	,	_	_	_	_	_	_	_	_	_	_	
1-13	64-66	at	_	_	_	_	_	_	_	_	_	_	
1-14	67-75	Barclays	_	_	_	_	_	_	_	_	_	_	
1-15	76-82	Center	_	_	_	_	_	_	_	_	_	_	
1-16	83-85	on	_	_	_	_	_	_	_	_	_	_	
1-17	86-94	Saturday	1\_NAME	Wednesday	*	*	*	3	false	3	*	3	
1-18	95-102	evening	_	_	_	_	_	_	_	_	_	_	
1-19	103-104	.	_	_	_	_	_	_	_	_	_	_	

#Text=The Wizards ( 31 - 21 ) have been mocked for some time for the " Trust the Process " slogan that has become associated with their run with the first - round win of the season .
2-1	105-108	The	_	_	_	_	_	_	_	_	_	_	
2-2	109-116	Wizards	_	_	_	_	_	_	_	_	_	_	
2-3	117-118	(	_	_	_	_	_	_	_	_	_	_	
2-4	119-121	31	_	_	_	_	_	_	_	_	_	_	
2-5	122-123	-	_	_	_	_	_	_	_	_	_	_	
2-6	124-126	21	_	_	_	_	_	_	_	_	_	_	
2-7	127-128	)	_	_	_	_	_	_	_	_	_	_	
2-8	129-133	have	_	_	_	_	_	_	_	_	_	_	
2-9	134-138	been	_	_	_	_	_	_	_	_	_	_	
2-10	139-145	mocked	_	_	_	_	_	_	_	_	_	_	
2-11	146-149	for	_	_	_	_	_	_	_	_	_	_	
2-12	150-154	some	_	_	_	_	_	_	_	_	_	_	
2-13	155-159	time	_	_	_	_	_	_	_	_	_	_	
2-14	160-163	for	_	_	_	_	_	_	_	_	_	_	
2-15	164-167	the	_	_	_	_	_	_	_	_	_	_	
2-16	168-169	"	_	_	_	_	_	_	_	_	_	_	
2-17	170-175	Trust	_	_	_	_	_	_	_	_	_	_	
2-18	176-179	the	_	_	_	_	_	_	_	_	_	_	
2-19	180-187	Process	_	_	_	_	_	_	_	_	_	_	
2-20	188-189	"	_	_	_	_	_	_	_	_	_	_	
2-21	190-196	slogan	_	_	_	_	_	_	_	_	_	_	
2-22	197-201	that	_	_	_	_	_	_	_	_	_	_	
2-23	202-205	has	_	_	_	_	_	_	_	_	_	_	
2-24	206-212	become	_	_	_	_	_	_	_	_	_	_	
2-25	213-223	associated	_	_	_	_	_	_	_	_	_	_	
2-26	224-228	with	_	_	_	_	_	_	_	_	_	_	
2-27	229-234	their	_	_	_	_	_	_	_	_	_	_	
2-28	235-238	run	5\_OTHER[1]	*[1]	doesn’t make sense[1]	*[1]	*[1]	2[1]	false[1]	2[1]	*[1]	2[1]	
2-29	239-243	with	5\_OTHER[1]	*[1]	doesn’t make sense[1]	*[1]	*[1]	2[1]	false[1]	2[1]	*[1]	2[1]	
2-30	244-247	the	5\_OTHER[1]	*[1]	doesn’t make sense[1]	*[1]	*[1]	2[1]	false[1]	2[1]	*[1]	2[1]	
2-31	248-253	first	5\_OTHER[1]	*[1]	doesn’t make sense[1]	*[1]	*[1]	2[1]	false[1]	2[1]	*[1]	2[1]	
2-32	254-255	-	5\_OTHER[1]	*[1]	doesn’t make sense[1]	*[1]	*[1]	2[1]	false[1]	2[1]	*[1]	2[1]	
2-33	256-261	round	5\_OTHER[1]	*[1]	doesn’t make sense[1]	*[1]	*[1]	2[1]	false[1]	2[1]	*[1]	2[1]	
2-34	262-265	win	5\_OTHER[1]	*[1]	doesn’t make sense[1]	*[1]	*[1]	2[1]	false[1]	2[1]	*[1]	2[1]	
2-35	266-268	of	5\_OTHER[1]	*[1]	doesn’t make sense[1]	*[1]	*[1]	2[1]	false[1]	2[1]	*[1]	2[1]	
2-36	269-272	the	5\_OTHER[1]	*[1]	doesn’t make sense[1]	*[1]	*[1]	2[1]	false[1]	2[1]	*[1]	2[1]	
2-37	273-279	season	5\_OTHER[1]	*[1]	doesn’t make sense[1]	*[1]	*[1]	2[1]	false[1]	2[1]	*[1]	2[1]	
2-38	280-281	.	_	_	_	_	_	_	_	_	_	_	

#Text=Washington was able to withstand a late rally from the Nets ( 9 - 21 ) in the first half of a back - to - back set , building a 31 - 22 lead after one quarter .
3-1	282-292	Washington	_	_	_	_	_	_	_	_	_	_	
3-2	293-296	was	_	_	_	_	_	_	_	_	_	_	
3-3	297-301	able	_	_	_	_	_	_	_	_	_	_	
3-4	302-304	to	_	_	_	_	_	_	_	_	_	_	
3-5	305-314	withstand	_	_	_	_	_	_	_	_	_	_	
3-6	315-316	a	_	_	_	_	_	_	_	_	_	_	
3-7	317-321	late	_	_	_	_	_	_	_	_	_	_	
3-8	322-327	rally	_	_	_	_	_	_	_	_	_	_	
3-9	328-332	from	_	_	_	_	_	_	_	_	_	_	
3-10	333-336	the	_	_	_	_	_	_	_	_	_	_	
3-11	337-341	Nets	_	_	_	_	_	_	_	_	_	_	
3-12	342-343	(	_	_	_	_	_	_	_	_	_	_	
3-13	344-345	9	_	_	_	_	_	_	_	_	_	_	
3-14	346-347	-	_	_	_	_	_	_	_	_	_	_	
3-15	348-350	21	2\_NUMBER	44	*	*	*	3	false	3	*	3	
3-16	351-352	)	_	_	_	_	_	_	_	_	_	_	
3-17	353-355	in	_	_	_	_	_	_	_	_	_	_	
3-18	356-359	the	_	_	_	_	_	_	_	_	_	_	
3-19	360-365	first	_	_	_	_	_	_	_	_	_	_	
3-20	366-370	half	_	_	_	_	_	_	_	_	_	_	
3-21	371-373	of	_	_	_	_	_	_	_	_	_	_	
3-22	374-375	a	_	_	_	_	_	_	_	_	_	_	
3-23	376-380	back	3\_WORD[2]	*[2]	not a back-to-back[2]	*[2]	*[2]	3[2]	false[2]	2[2]	*[2]	3[2]	
3-24	381-382	-	3\_WORD[2]	*[2]	not a back-to-back[2]	*[2]	*[2]	3[2]	false[2]	2[2]	*[2]	3[2]	
3-25	383-385	to	3\_WORD[2]	*[2]	not a back-to-back[2]	*[2]	*[2]	3[2]	false[2]	2[2]	*[2]	3[2]	
3-26	386-387	-	3\_WORD[2]	*[2]	not a back-to-back[2]	*[2]	*[2]	3[2]	false[2]	2[2]	*[2]	3[2]	
3-27	388-392	back	3\_WORD[2]	*[2]	not a back-to-back[2]	*[2]	*[2]	3[2]	false[2]	2[2]	*[2]	3[2]	
3-28	393-396	set	_	_	_	_	_	_	_	_	_	_	
3-29	397-398	,	_	_	_	_	_	_	_	_	_	_	
